97926,50400
97926,51618
98025,51618
98025,52819
97711,52819
97711,54079
98234,54079
98234,55220
97394,55220
97394,56444
97431,56444
97431,57586
96897,57586
96897,58805
96869,58805
96869,59983
96599,59983
96599,61256
96728,61256
96728,62403
96305,62403
96305,63526
95822,63526
95822,64731
95613,64731
95613,65925
95349,65925
95349,67175
95211,67175
95211,68325
94784,68325
94784,69209
93751,69209
93751,70557
93772,70557
93772,71327
92575,71327
92575,72350
91929,72350
91929,73494
91506,73494
91506,74481
90803,74481
90803,75689
90457,75689
90457,76480
89457,76480
89457,77994
89511,77994
89511,78493
88130,78493
88130,79590
87574,79590
87574,80789
87122,80789
87122,81761
86377,81761
86377,82538
85415,82538
85415,83441
84596,83441
84596,84304
83735,84304
83735,84895
82619,84895
82619,85669
81688,85669
81688,86587
80881,86587
80881,87454
80022,87454
80022,87913
78843,87913
78843,88927
78086,88927
78086,89229
76820,89229
76820,90028
75903,90028
75903,91343
75292,91343
75292,91461
73942,91461
73942,91799
72745,91799
72745,93158
72086,93158
72086,93477
70877,93477
70877,93941
69746,93941
69746,94152
68511,94152
68511,94325
67277,94325
67277,95050
66257,95050
66257,95536
65140,95536
65140,96267
64092,96267
64092,96155
62790,96155
62790,96262
61566,96262
61566,96360
60350,96360
60350,97156
59280,97156
59280,97633
58126,97633
58126,97729
56903,97729
56903,98000
55705,98000
55705,97964
54472,97964
54472,98094
53258,98094
53258,97505
52011,97505
52011,97795
50811,97795
50811,97613
49601,97613
49601,97943
48383,97943
48383,97957
47165,97957
47165,97831
45954,97831
45954,97693
44746,97693
44746,97299
43573,97299
43573,97738
42277,97738
42277,97532
41069,97532
41069,96618
40012,96618
40012,96692
38752,96692
38752,96526
37537,96526
37537,95655
36522,95655
36522,95371
35346,95371
35346,94919
34225,94919
34225,94891
32945,94891
32945,94847
31649,94847
31649,94070
30649,94070
30649,93760
29448,93760
29448,92731
28594,92731
28594,92560
27312,92560
27312,91804
26337,91804
26337,91377
25174,91377
25174,90744
24128,90744
24128,90129
23068,90129
23068,88908
22433,88908
22433,88086
21539,88086
21539,88046
20037,88046
20037,86779
19494,86779
19494,85981
18584,85981
18584,85357
17514,85357
17514,84268
16875,84268
16875,83998
15427,83998
15427,83092
14598,83092
14598,82043
13931,82043
13931,81075
13183,81075
13183,80273
12232,80273
12232,79338
11436,79338
11436,77905
11324,77905
11324,77087
10379,77087
10379,75863
10033,75863
10033,74941
9229,74941
9229,74206
8081,74206
8081,72908
7901,72908
7901,72089
6835,72089
6835,70596
7108,70596
7108,69837
5856,69837
5856,68535
5790,68535
5790,67412
5328,67412
5328,66234
5013,66234
5013,64988
4920,64988
4920,64118
3648,64118
3648,62940
3300,62940
3300,61562
3754,61562
3754,60395
3439,60395
3439,59253
2979,59253
2979,58090
2580,58090
2580,56808
2932,56808
2932,55694
2093,55694
2093,54474
2018,54474
2018,53220
2469,53220
2469,52036
1903,52036
1903,50823
1515,50823
1515,50375
94891,50375
94891,48378
1889,48378
1889,47191
2487,47191
2487,45925
1816,45925
1816,44794
2741,44794
2741,43499
2157,43499
2157,42308
2451,42308
2451,41169
2995,41169
2995,39963
3154,39963
3154,38710
3133,38710
3133,37622
3790,37622
3790,36289
3554,36289
3554,35122
3933,35122
3933,33976
4372,33976
4372,32819
4776,32819
4776,31817
5563,31817
5563,30849
6383,30849
6383,29481
6309,29481
6309,28416
6913,28416
6913,27200
7228,27200
7228,26337
8196,26337
8196,25399
8997,25399
8997,24125
9250,24125
9250,23465
10461,23465
10461,22105
10629,22105
10629,21110
11339,21110
11339,20181
12135,20181
12135,19558
13297,19558
13297,18517
13942,18517
13942,17419
14539,17419
14539,16928
15786,16928
15786,15935
16500,15935
16500,14581
16891,14581
16891,14387
18362,14387
18362,13387
19096,13387
19096,12827
20203,12827
20203,11978
21074,11978
21074,10990
21854,10990
21854,10573
23045,10573
23045,10042
24142,10042
24142,9458
25198,9458
25198,8845
26234,8845
26234,7638
26948,7638
26948,7229
28111,7229
28111,6576
29148,6576
29148,5913
30188,5913
30188,5596
31383,5596
31383,5675
32722,5675
32722,4901
33725,4901
33725,4613
34909,4613
34909,3720
35903,3720
35903,4156
37296,4156
37296,3456
38363,3456
38363,3010
39509,3010
39509,2706
40692,2706
40692,2692
41928,2692
41928,2395
43114,2395
43114,2000
44294,2000
44294,2403
45561,2403
45561,1879
46739,1879
46739,1666
47953,1666
47953,1817
49182,1817
49182,1820
50402,1820
50402,2302
51607,2302
51607,2071
52832,2071
52832,1873
54070,1873
54070,2251
55259,2251
55259,2413
56465,2413
56465,3071
57591,3071
57591,3303
58773,3303
58773,3481
59965,3481
59965,3570
61184,3570
61184,3698
62402,3698
62402,3712
63664,3712
63664,4077
64831,4077
64831,4644
65927,4644
65927,4925
67123,4925
67123,5558
68184,5558
68184,6186
69237,6186
69237,6381
70484,6381
70484,6714
71683,6714
71683,7338
72740,7338
72740,7867
73848,7867
73848,8593
74842,8593
74842,9759
75551,9759
75551,10496
76511,10496
76511,11107
77555,11107
77555,11703
78617,11703
78617,12054
79882,12054
79882,13429
80331,13429
80331,14119
81327,14119
81327,14882
82264,14882
82264,15201
83637,15201
83637,16360
84207,16360
84207,17309
84971,17309
84971,17820
86222,17820
86222,19050
86668,19050
86668,20028
87390,20028
87390,21101
87985,21101
87985,22020
88779,22020
88779,22870
89681,22870
89681,23837
90428,23837
90428,24956
90936,24956
90936,25890
91750,25890
91750,27008
92251,27008
92251,28218
92562,28218
92562,29134
93452,29134
93452,30162
94143,30162
94143,31329
94530,31329
94530,32572
94709,32572
94709,33755
95014,33755
95014,34792
95736,34792
95736,35974
96046,35974
96046,37179
96263,37179
96263,38345
96614,38345
96614,39492
97062,39492
97062,40704
97229,40704
97229,41855
97736,41855
97736,43093
97746,43093
97746,44327
97720,44327
97720,45582
97368,45582
97368,46786
97426,46786
97426,47965
98065,47965
98065,49192
97588,49192
97588,50400
